"","inspection_id","license_","facility_type","risk","inspection_date","inspection_type","results","pass_flag","criticalCount","seriousCount","minorCount","pastFail","pastCritical","pastSerious","pastMinor","timeSinceLast","firstRecord","minDate","maxDate","payment_date","license_start_date","expiration_date","doing_business_as_name","address","city","state","zip_code","ward","precinct","police_district","license_description","latitude","longitude","location","criticalFound","ageAtInspection","consumption_on_premises_incidental_activity","tobacco_retail_over_counter","limited_business_license","package_goods","outdoor_patio","public_place_of_amusement","tavern","retail_food_establishment","caterers_liquor_license","filling_station","precipIntensity","temperatureMax","windSpeed","humidity","heat_burglary","heat_sanitation","heat_garbage"
"3605","555355","1682187","Grocery Store","Risk 3 (Low)",2011-11-29,"Canvass","Pass",1,0,0,5,0,0,0,0,2,1,2006-06-16,2015-11-15,2011-10-31,2011-11-16,2013-11-15,"FAMILY DOLLAR STORE #7361","829 W 119TH ST","CHICAGO","IL","60643","34","w_34_p_40","5","Retail Food Establishment",41.6776889843107,-87.6430261266861,"(41.67768898431073, -87.64302612668608)",0,5.45764840182648,0,0,1,0,0,0,0,0,0,0,0.00954333333333333,48.2366666666667,14.31,0.8,17.0244248573046,6.7984910977135,8.793009626756
"3609","1138490","16823","Restaurant","Risk 1 (High)",2012-09-17,"Canvass","Pass",1,0,0,4,0,0,0,4,0.780821917808219,0,2006-05-16,2015-03-15,2012-03-07,2012-03-16,2013-03-15,"DAO THAI RESTRAUNT","230 E OHIO ST  1ST","CHICAGO","IL","60611","42","w_42_p_41","18","Retail Food Establishment",41.8926896277279,-87.6214383648237,"(41.8926896277279, -87.62143836482372)",0,6.34520547945205,1,0,0,0,1,0,0,0,0,0,0.00032,74.3733333333333,6.60333333333333,0.533333333333333,15.6610714491214,4.03266694754745,0.000851454119823968
"3611","1360479","1682368","Restaurant","Risk 1 (High)",2013-08-23,"Canvass","Pass",1,0,0,4,0,0,0,6,2,0,2006-08-14,2015-12-15,2011-12-09,2011-12-16,2013-12-15,"THE WINDSOR","4530 N MILWAUKEE AVE","CHICAGO","IL","60630","45","w_45_p_25","16","Retail Food Establishment",41.9631588168836,-87.7568424317247,"(41.96315881688357, -87.75684243172473)",0,7.03013698630137,0,0,0,0,1,0,1,0,0,0,0.00302666666666667,83.8966666666667,8.69333333333333,0.666666666666667,14.4906781080284,17.5511465423193,23.9446048767743
"3612","1234465","1682383","Other","Risk 3 (Low)",2012-08-06,"Canvass","Fail",0,0,1,3,0,0,2,4,2,0,2006-05-11,2016-01-15,2012-01-05,2012-01-16,2014-01-15,"GO LO","2340 W 52ND ST","CHICAGO","IL","60609","16","w_16_p_13","9","Retail Food Establishment",41.7989375363715,-87.6835163823689,"(41.79893753637153, -87.68351638236892)",0,6.24383561643836,0,1,1,0,0,0,0,0,0,1,0.00300333333333333,85.5766666666667,8.34666666666667,0.626666666666667,16.6076811633576,8.42552089170358,39.5895793428079
"3613","517600","1682445","Restaurant","Risk 1 (High)",2011-11-02,"Canvass","Fail",0,1,3,8,0,1,2,6,1.16986301369863,0,2006-06-30,2015-04-15,2011-04-14,2011-04-16,2013-04-15,"ISABEL'S RESTAURANT","501 W DIVERSEY PKWY","CHICAGO","IL","60614","43","w_43_p_53","19","Retail Food Establishment",41.9327574222532,-87.6414877332763,"(41.9327574222532, -87.6414877332763)",1,5.34520547945205,1,0,0,0,0,0,0,0,0,0,0.00158,59.05,10.2933333333333,0.653333333333333,17.0683990629223,27.7597952471905,3.12302808257032
"3618","1150616","1682475","Grocery Store","Risk 2 (Medium)",2012-08-09,"Canvass","Pass",1,0,0,5,0,1,1,4,2,0,2006-05-03,2016-10-15,2010-10-09,2010-10-16,2012-10-15,"FOOD BASKET","7205 S HALSTED ST","CHICAGO","IL","60621","17","w_17_p_44","7","Retail Food Establishment",41.7631811950353,-87.6442150210482,"(41.76318119503534, -87.64421502104818)",0,6.27397260273973,0,1,1,0,0,0,0,0,0,0,0.00009,86.1266666666667,7.8,0.563333333333333,47.9148093765411,42.0395445885559,23.7201523938746
"3620","1134394","1682584","Restaurant","Risk 1 (High)",2012-07-10,"Canvass","Pass w/ Conditions",0,1,0,3,0,1,2,7,1.21095890410959,0,2006-06-26,2016-02-15,2012-02-16,2012-02-16,2014-02-15,"ZOCALO","358 W ONTARIO ST  1A","CHICAGO","IL","60610","42","w_42_p_68","18","Retail Food Establishment",41.8932464758799,-87.6378702999609,"(41.8932464758799, -87.6378702999609)",1,6.04383561643836,1,0,0,0,0,1,0,0,0,0,0,84.03,11.0433333333333,0.55,14.883219913309,9.64727782313633,0.0000960889460654805
"3626","509405","1694684","Restaurant","Risk 1 (High)",2011-11-03,"Canvass","Pass",1,0,0,3,0,0,1,4,1.11780821917808,0,2006-04-12,2015-06-15,2011-06-13,2011-06-16,2013-06-15,"GOLDEN GATE","3817 S KEDZIE AVE","CHICAGO","IL","60632","12","w_12_p_12","9","Retail Food Establishment",41.823818619688,-87.7042854209351,"(41.82381861968802, -87.70428542093514)",0,5.56438356164384,0,0,0,0,0,0,0,0,0,0,0,61.8433333333333,10.7966666666667,0.62,7.14751746925816,14.4391734912161,29.9496082770889
"3628","1184319","1694688","Restaurant","Risk 1 (High)",2012-05-15,"Canvass","Pass",1,0,0,3,0,0,0,4,1.03561643835616,0,2006-07-12,2016-05-15,2010-05-01,2010-05-16,2012-05-15,"EPPLES RESTAURANT","554 W ROOSEVELT RD","CHICAGO","IL","60607","2","w_2_p_28","1","Retail Food Establishment",41.86734149568,-87.6414141413044,"(41.86734149567995, -87.64141414130435)",0,5.84657534246575,0,0,0,0,0,0,0,0,0,0,0.00233,69.5,8.53,0.47,0.0415798133729476,0.0463741244474127,0.028701563051819
"3630","1324629","1694709","Restaurant","Risk 1 (High)",2013-08-22,"Canvass","Pass",1,0,0,2,0,0,0,4,1.35890410958904,0,2006-05-04,2014-02-15,2012-02-15,2012-02-16,2014-02-15,"BOCADILLOS CAFE, INC","944 N ORLEANS ST","CHICAGO","IL","60610","27","w_27_p_51","18","Retail Food Establishment",41.9003347243236,-87.6374630953612,"(41.90033472432364, -87.63746309536123)",0,7.30684931506849,0,0,0,0,0,0,0,0,0,0,0.000273333333333333,85.0733333333333,7.45666666666667,0.6,11.5613942879081,5.52128529640166,0.0644862430160344
"3632","1138413","1694756","Restaurant","Risk 1 (High)",2012-07-25,"Canvass","Pass w/ Conditions",0,3,1,4,0,0,0,2,0.616438356164384,0,2006-04-13,2015-03-15,2011-03-15,2011-03-16,2013-03-15,"COAST BURGER / HABANERO","520 N MICHIGAN AVE  424","CHICAGO","IL","60611","42","w_42_p_48","18","Retail Food Establishment",41.8916885173683,-87.6243071781258,"(41.89168851736832, -87.62430717812579)",1,6.28767123287671,0,0,0,0,0,0,0,0,0,0,0.00631666666666667,90.3033333333333,9.32,0.586666666666667,23.3426507354166,10.9806126226568,0.00519642323041035
"3633","1354041","1694756","Restaurant","Risk 1 (High)",2013-08-02,"Canvass","Pass w/ Conditions",0,1,0,1,0,3,1,4,1.02191780821918,0,2006-04-13,2015-03-15,2013-03-15,2013-03-16,2015-03-15,"COAST BURGER / HABANERO","520 N MICHIGAN AVE  424","CHICAGO","IL","60611","42","w_42_p_48","18","Retail Food Establishment",41.8916885173683,-87.6243071781258,"(41.89168851736832, -87.62430717812579)",1,7.30958904109589,0,0,0,0,0,0,0,0,0,0,0.00349,75.23,6.09,0.723333333333333,35.7401932937331,7.99900905712024,0.000661285661593885
"3634","1098239","1694767","Restaurant","Risk 1 (High)",2012-04-10,"Canvass","Pass",1,0,0,8,0,0,0,6,1.60821917808219,0,2006-06-22,2014-12-15,2010-12-15,2010-12-16,2012-12-15,"BEAT KITCHEN","2100 W BELMONT AVE 1ST & 2ND","CHICAGO","IL","60618","32","w_32_p_42","19","Retail Food Establishment",41.939651931538,-87.6809032053269,"(41.93965193153802, -87.6809032053269)",0,5.80547945205479,1,1,0,0,0,1,0,0,0,0,0,62.55,12.1166666666667,0.446666666666667,17.6516727153565,34.0304005475712,25.9049785239299
"3638","1271508","1694804","Restaurant","Risk 1 (High)",2013-01-18,"Canvass","Pass",1,0,0,5,0,0,0,5,0.920547945205479,0,2006-05-31,2015-10-15,2011-10-05,2011-10-16,2013-10-15,"POLISH FOOD","3104 N CENTRAL AVE","CHICAGO","IL","60634","30","w_30_p_37","25","Retail Food Establishment",41.9369540015726,-87.7665885812914,"(41.93695400157263, -87.76658858129136)",0,6.6412100456621,0,0,0,0,0,0,0,0,0,0,0,33.5933333333333,9.31666666666667,0.626666666666667,21.4962175949131,59.2486559075329,43.4217957796554
"3640","1114248","1694954","Restaurant","Risk 2 (Medium)",2012-05-03,"Canvass","Pass",1,0,0,3,0,0,0,3,1.16986301369863,0,2006-05-02,2016-09-15,2010-09-22,2010-09-16,2012-09-15,"Intelligentsia Coffee & Tea","53 E RANDOLPH ST 1","CHICAGO","IL","60601","42","w_42_p_9","1","Retail Food Establishment",41.8843873187602,-87.6259356465417,"(41.884387318760176, -87.62593564654168)",0,6.00821917808219,0,0,1,0,0,0,0,0,0,0,0.00821,68.3366666666667,8.25,0.783333333333333,14.5715507163382,19.310302343084,0.000000593695638815728
"3645","1285880","1695091","Grocery Store","Risk 3 (Low)",2012-10-15,"Canvass","Fail",0,1,1,5,0,0,0,0,2,1,2006-06-22,2015-11-15,2011-10-31,2011-11-16,2013-11-15,"FAMILY DOLLAR  # 5195","6305 S WESTERN AVE 1ST","CHICAGO","IL","60636","15","w_15_p_33","8","Retail Food Establishment",41.7790079632641,-87.6834861063157,"(41.77900796326408, -87.68348610631574)",1,6.32054794520548,0,1,1,0,0,0,0,0,0,0,0.00951333333333333,64.5533333333333,14.4066666666667,0.716666666666667,51.5881291680132,46.9569131509343,29.5915137778497
"3646","1227561","1695103","Grocery Store","Risk 3 (Low)",2012-09-11,"Canvass","Fail",0,0,2,3,0,0,0,0,2,1,2006-05-02,2015-11-15,2011-10-31,2011-11-16,2013-11-15,"FAMILY DOLLAR STORE  #6573","3120 W 63RD ST","CHICAGO","IL","60629","15","w_15_p_32","8","Retail Food Establishment",41.7791027282509,-87.7016768876247,"(41.77910272825086, -87.70167688762466)",0,6.36712328767123,0,1,1,0,0,0,0,0,0,0,0.00343333333333333,72.34,10.1433333333333,0.616666666666667,45.7204316640777,26.0328486004197,29.5329847353055
"3647","1150944","1695111","Grocery Store","Risk 3 (Low)",2012-11-19,"Canvass","Pass",1,0,0,4,0,0,0,0,2,1,2006-05-11,2015-11-15,2011-10-28,2011-11-16,2013-11-15,"FAMILY DOLLAR STORE #7050","8320 S PULASKI RD","CHICAGO","IL","60652","18","w_18_p_55","8","Retail Food Establishment",41.741544634392,-87.7218056624378,"(41.741544634392035, -87.72180566243782)",0,6.53162100456621,0,0,1,0,0,0,0,0,0,0,0,52.2266666666667,5.41333333333333,0.63,12.1981031012397,26.3594431983184,6.10635613484237
"3649","1277696","1695167","Restaurant","Risk 1 (High)",2013-02-22,"Canvass","Pass",1,0,0,2,0,0,0,2,0.331506849315069,0,2006-06-15,2015-08-15,2011-09-12,2011-08-16,2013-08-15,"JIMMY JOHNS SANDWICH SHOPS","2029 W DIVISION ST","CHICAGO","IL","60622","1","w_1_p_3","12","Retail Food Establishment",41.9030597720463,-87.6784372583668,"(41.903059772046284, -87.67843725836676)",0,6.69600456621005,0,0,0,0,0,0,0,0,0,0,0.00023,28.6666666666667,15.24,0.66,140.800466244985,54.447307944962,18.3535342656112
"3652","1294214","1695172","Restaurant","Risk 2 (Medium)",2012-09-06,"Canvass","Pass",1,0,0,4,0,0,0,3,2,0,2006-09-26,2015-08-15,2011-08-12,2011-08-16,2013-08-15,"JIMMY JOHNS SANDWICH SHOPS","3041 N LINCOLN AVE","CHICAGO","IL","60657","32","w_32_p_18","19","Retail Food Establishment",41.9371027204247,-87.6648614891717,"(41.937102720424676, -87.66486148917167)",0,5.95068493150685,0,0,0,0,0,0,0,0,0,0,0.00798333333333333,82.36,7.82333333333333,0.72,42.396506636623,38.5898350521401,37.1896672541118
"3655","577752","1695250","Grocery Store","Risk 3 (Low)",2011-12-16,"Canvass","Pass",1,0,0,4,0,0,0,0,2,1,2006-12-11,2016-02-15,2010-01-26,2010-02-16,2012-02-15,"CVS/PHARMACY #8504","8444 S PULASKI RD","CHICAGO","IL","60652","18","w_18_p_6","8","Retail Food Establishment",41.7389714648484,-87.7217212774728,"(41.73897146484839, -87.72172127747284)",0,5.01643835616438,0,1,1,1,0,0,0,0,0,0,0.0163466666666667,52.49,13.32,0.79,10.8193794634384,5.39552190911353,11.2236746494413
"3656","634596","1695255","Grocery Store","Risk 3 (Low)",2011-09-16,"Canvass","Fail",0,0,1,5,0,0,0,0,2,1,2007-04-25,2016-02-15,2010-01-22,2010-02-16,2012-02-15,"CVS/PHARMACY #8511","7858 S HALSTED ST","CHICAGO","IL","60620","17","w_17_p_12","6","Retail Food Establishment",41.7507315683635,-87.6441924432806,"(41.750731568363506, -87.64419244328059)",0,4.3972602739726,0,1,1,1,0,0,0,0,0,0,0.000473333333333333,64.4766666666667,10.3233333333333,0.613333333333333,33.414343298808,25.5497457254697,33.8338326220671
"3658","531785","1695305","Other","Risk 3 (Low)",2012-01-20,"Canvass","Pass",1,0,0,2,0,0,0,0,2,1,2007-03-15,2016-02-15,2010-01-22,2010-02-16,2012-02-15,"CVS/PHARMACY #8738","741 W 31ST ST","CHICAGO","IL","60616","11","w_11_p_41","9","Retail Food Establishment",41.8379456729738,-87.6454598273042,"(41.83794567297379, -87.64545982730418)",0,4.85490867579909,0,1,1,1,0,0,0,0,0,0,0.00088,30.9066666666667,13.6233333333333,0.676666666666667,24.5823934982681,35.8555392579054,11.0249910441922
"3660","547864","1695401","Grocery Store","Risk 3 (Low)",2011-12-06,"Canvass","Fail",0,0,2,6,0,0,0,0,2,1,2006-12-13,2016-02-15,2010-01-22,2010-02-16,2012-02-15,"CVS/PHARMACY #8741","2634 S PULASKI RD","CHICAGO","IL","60623","22","w_22_p_17","10","Retail Food Establishment",41.84318738219,-87.7246670572101,"(41.84318738219004, -87.72466705721008)",0,4.98356164383562,0,1,1,1,0,0,0,0,0,0,0.00433333333333333,47.6366666666667,14.0466666666667,0.763333333333333,18.4259490075952,22.8691741008705,39.2072247024234
"3662","1296385","1695583","Restaurant","Risk 2 (Medium)",2013-05-24,"Canvass","Fail",0,0,2,2,0,0,1,5,2,0,2006-05-15,2014-07-15,2012-07-25,2012-07-16,2014-07-15,"PALETERIA REYNA DEL SUR","3719 E 106TH ST","CHICAGO","IL","60617","10","w_10_p_31","4","Retail Food Establishment",41.7026128530271,-87.5332650144073,"(41.70261285302715, -87.53326501440729)",0,7.03013698630137,0,0,0,0,0,0,0,0,0,0,0.0129533333333333,68.6366666666667,14.3166666666667,0.75,16.9344014033225,15.6327894940992,30.8673134541847
"3664","598602","1695816","Restaurant","Risk 2 (Medium)",2012-02-01,"Canvass","Pass",1,0,0,3,0,0,0,4,0.810958904109589,0,2006-05-26,2014-11-15,2010-10-27,2010-11-16,2012-11-15,"VILLAGE PIZZA","2356 W CHICAGO AVE","CHICAGO","IL","60622","32","w_32_p_6","12","Retail Food Establishment",41.8958561205893,-87.6866474881748,"(41.89585612058927, -87.68664748817483)",0,5.69052511415525,0,0,0,0,0,0,0,0,0,0,0,49.7566666666667,14.9133333333333,0.663333333333333,23.6861808822432,37.5739387727007,28.9312541159088
"3665","1229910","1695863","Restaurant","Risk 2 (Medium)",2012-07-02,"Canvass","Pass w/ Conditions",0,1,0,1,0,0,0,0,2,1,2006-07-06,2015-04-15,2011-04-11,2011-04-16,2013-04-15,"NADA TEA & COFFEE HOUSE","1552 W FULLERTON AVE 1ST","CHICAGO","IL","60614","32","w_32_p_13","19","Retail Food Establishment",41.9252650001985,-87.6678674795499,"(41.92526500019849, -87.66786747954988)",1,5.99452054794521,0,0,0,0,0,0,0,0,0,0,0.00866666666666667,85.8266666666667,6.51666666666667,0.656666666666667,35.0034629981717,29.7544978285296,6.45276536739912
"3666","1202448","1696069","Restaurant","Risk 1 (High)",2012-10-04,"Canvass","Fail",0,0,1,5,0,0,0,2,1.02465753424658,0,2006-06-06,2015-06-15,2011-04-27,2011-06-16,2013-06-15,"THE HUT","3601 S CALIFORNIA AVE","CHICAGO","IL","60632","12","w_12_p_2","9","Retail Food Establishment",41.8282285221149,-87.6946161629595,"(41.828228522114905, -87.69461616295946)",0,6.33424657534247,0,0,0,0,0,0,0,0,0,0,0.00170666666666667,64.8033333333333,8.52333333333333,0.703333333333333,13.6561581545423,3.07924048660971,9.15758076620589
"3669","1166292","1696176","Restaurant","Risk 1 (High)",2013-04-29,"Canvass","Pass w/ Conditions",0,1,0,0,0,0,0,4,0.452054794520548,0,2006-05-26,2015-08-15,2011-08-05,2011-08-16,2013-08-15,"CHICAGO'S PIZZA","4520 W IRVING PARK RD 1","CHICAGO","IL","60641","38","w_38_p_5","17","Retail Food Establishment",41.9535954310537,-87.7414772347193,"(41.95359543105369, -87.74147723471926)",1,6.93150684931507,0,0,0,0,0,0,0,0,0,0,0.000963333333333333,61.9766666666667,8.74666666666667,0.623333333333333,6.38385989397764,11.290017615381,10.0280850053499
"3670","680110","1696182","Restaurant","Risk 1 (High)",2012-03-07,"Canvass","Pass w/ Conditions",0,1,0,3,0,0,0,4,0.53972602739726,0,2006-05-19,2015-06-15,2011-06-13,2011-06-16,2013-06-15,"I-57 RIB HOUSE #5","6514 S WESTERN AVE","CHICAGO","IL","60636","15","w_15_p_11","8","Retail Food Establishment",41.7751115201311,-87.6836790407428,"(41.77511152013113, -87.68367904074279)",1,5.80559360730594,0,0,0,0,0,0,0,0,0,0,0,50.2666666666667,14.6366666666667,0.59,25.6456582591224,50.2485711981283,27.614885236913
"3672","1353382","1696253","Restaurant","Risk 1 (High)",2013-06-27,"Canvass","Pass",1,0,0,2,0,0,0,7,0.849315068493151,0,2006-08-02,2015-08-15,2011-08-10,2011-08-16,2013-08-15,"MCM PUB & LIQUORS","3906-3910 N CICERO AVE","CHICAGO","IL","60641","45","w_45_p_16","16","Retail Food Establishment",41.9517880713741,-87.7474198082262,"(41.951788071374104, -87.74741980822624)",0,6.90684931506849,1,1,0,1,0,0,0,0,0,0,0.0132333333333333,82.3833333333333,9.75,0.75,26.0105270330516,4.41826277913927,12.1951604659347
"3673","1277421","1696435","Restaurant","Risk 1 (High)",2012-10-15,"Canvass","Pass",1,0,0,3,0,0,0,2,2,0,2006-06-02,2015-01-15,2011-01-14,2011-01-16,2013-01-15,"YUMMY'S GRILL","5609 W BLOOMINGDALE AVE","CHICAGO","IL","60639","29","w_29_p_49","25","Retail Food Establishment",41.9125535919071,-87.766020246788,"(41.91255359190708, -87.76602024678797)",0,6.37534246575342,0,0,0,0,0,0,0,0,0,0,0.00951333333333333,64.5533333333333,14.4066666666667,0.716666666666667,16.3305533391359,19.8684265777697,35.3966149327907
"3680","1072423","1696656","Restaurant","Risk 1 (High)",2013-05-20,"Canvass","Pass",1,0,0,2,0,0,0,3,0.452054794520548,0,2006-05-03,2015-06-15,2011-06-06,2011-06-16,2013-06-15,"SUBWAY","6044 S WESTERN AVE","CHICAGO","IL","60636","15","w_15_p_50","8","Retail Food Establishment",41.783395799727,-87.6839021700467,"(41.783395799727046, -87.68390217004675)",0,7.05205479452055,0,0,0,0,0,0,0,0,0,0,0,72.0066666666667,6.62,0.596666666666667,45.4022842635192,18.0973898333118,36.3884983936205
"3681","1353868","1696761","Grocery Store","Risk 3 (Low)",2013-07-25,"Canvass","Pass",1,0,0,4,0,0,0,4,2,0,2006-07-26,2015-08-15,2011-07-19,2011-08-16,2013-08-15,"ADDISON & LARAMIE SHELL","5201 W ADDISON ST","CHICAGO","IL","60641","38","w_38_p_37","16","Retail Food Establishment",41.9458891755328,-87.7570411230008,"(41.94588917553282, -87.75704112300077)",0,7.0027397260274,0,1,0,0,0,0,0,0,0,1,0.000416666666666667,78.68,11.4666666666667,0.6,7.95589597368011,9.72973477879909,33.7721553938875
"3687","1235842","1697154","Restaurant","Risk 1 (High)",2013-06-20,"Canvass","Pass",1,0,0,2,0,0,0,2,1.3972602739726,0,2006-05-19,2015-07-15,2011-07-14,2011-07-16,2013-07-15,"SUBWAY","1938 W LAWRENCE AVE","CHICAGO","IL","60640","47","w_47_p_26","20","Retail Food Establishment",41.968886898074,-87.6776252282914,"(41.96888689807397, -87.67762522829142)",0,7.09315068493151,0,0,0,0,0,0,0,0,0,0,0.00105333333333333,74.75,9.75666666666667,0.593333333333333,5.42213578421945,13.0598459624427,1.31036159055931
"3690","1151327","1697397","Other","Risk 2 (Medium)",2013-05-29,"Canvass","Fail",0,0,1,6,0,0,0,3,1.87671232876712,0,2006-10-12,2015-10-15,2011-10-17,2011-10-16,2013-10-15,"FERMIN'S POULTRY","5932 S PULASKI RD","CHICAGO","IL","60629","13","w_13_p_33","8","Retail Food Establishment",41.7849808752076,-87.7230813995641,"(41.78498087520762, -87.72308139956414)",0,6.63287671232877,0,0,0,0,0,0,0,0,0,0,0.00761333333333333,68.18,9.42,0.763333333333333,21.2990540265983,26.8125527295116,11.5344666620284
"3694","608295","1697494","Other","Risk 1 (High)",2011-10-13,"Canvass","Pass",1,0,0,4,0,0,0,0,2,1,2006-05-19,2015-02-15,2011-02-14,2011-02-16,2013-02-15,"THE NIGHT MINISTRY","1110 N NOBLE ST","CHICAGO","IL","60642","27","w_27_p_10","12","Retail Food Establishment",41.9018576509725,-87.6627420672697,"(41.901857650972545, -87.6627420672697)",0,5.40547945205479,0,0,0,0,0,0,0,0,0,0,0.00009,73.1266666666667,6.95,0.593333333333333,15.6952817449541,36.6787949972438,11.6613051491042
"3698","606443","1697614","Grocery Store","Risk 3 (Low)",2011-10-14,"Canvass","Fail",0,0,2,4,0,0,0,0,2,1,2007-01-23,2016-02-15,2010-01-25,2010-02-16,2012-02-15,"CVS/PHARMACY #8506","8025 S ASHLAND AVE","CHICAGO","IL","60620","21","w_21_p_36","6","Retail Food Establishment",41.7477638766717,-87.6632236075922,"(41.74776387667168, -87.66322360759217)",0,4.72591324200913,0,1,1,1,0,0,0,0,0,0,0.00336666666666667,69.67,7.16,0.666666666666667,72.4876716972056,84.6963411289081,35.3150060561408
"3700","557681","1697737","Restaurant","Risk 1 (High)",2012-01-24,"Canvass","Pass",1,0,0,4,0,0,0,0,2,1,2006-06-20,2013-01-15,2011-01-10,2011-01-16,2013-01-15,"CANTON EXPRESS","4116 W NORTH AVE","CHICAGO","IL","60639","30","w_30_p_33","25","Retail Food Establishment",41.9099510000373,-87.7296145239919,"(41.909951000037296, -87.72961452399186)",0,5.60011415525114,0,0,0,0,0,0,0,0,0,0,0.00416333333333333,39.2233333333333,14.7966666666667,0.826666666666667,32.4958014677648,15.3388177652632,38.0411862502861
"3710","1198748","1698639","Restaurant","Risk 1 (High)",2013-03-12,"Canvass","Pass w/ Conditions",0,3,1,2,0,0,0,6,1.3972602739726,0,2006-06-29,2015-04-15,2011-04-06,2011-04-16,2013-04-15,"RINGO","2507-2509 N LINCOLN AVE","CHICAGO","IL","60614","43","w_43_p_56","19","Retail Food Establishment",41.9274885337083,-87.6514048106186,"(41.92748853370833, -87.65140481061862)",1,6.70684931506849,1,0,0,0,0,0,0,0,0,0,0.00989666666666667,49.4233333333333,11.8966666666667,0.8,56.589672101519,57.9556190967741,16.3230843974105
"3711","1138257","1698732","Restaurant","Risk 2 (Medium)",2012-04-30,"Canvass","Pass",1,0,0,2,0,0,0,3,1.08767123287671,0,2006-06-20,2015-03-15,2011-02-28,2011-03-16,2013-03-15,"RYBA'S FUDGE SHOPS","600 E GRAND AVE AS1-2 BOX 124","CHICAGO","IL","60611","42","w_42_p_11","18","Retail Food Establishment",41.8920941368618,-87.6115698839466,"(41.892094136861786, -87.61156988394656)",0,5.86575342465753,0,0,0,0,0,0,0,0,0,0,0.00493333333333333,51.01,13.7433333333333,0.606666666666667,0.281756284636028,0.00169391279392759,0.0000000000145726924565102
"3714","598467","1698821","Restaurant","Risk 1 (High)",2011-11-16,"Canvass","Pass w/ Conditions",0,0,1,3,0,0,0,0,2,1,2006-11-09,2015-12-15,2009-12-15,2009-12-16,2011-12-15,"GHAREEB NAWAZ EXPRESS","807 W ROOSEVELT RD","CHICAGO","IL","60608","25","w_25_p_3","12","Retail Food Establishment",41.867039563625,-87.6472449638532,"(41.86703956362501, -87.64724496385318)",0,5.02191780821918,1,0,0,0,0,0,0,0,0,0,0.00014,61.8266666666667,12.05,0.656666666666667,1.704510308962,5.76564583084401,0.483011088212092
"3715","1151582","1698821","Restaurant","Risk 1 (High)",2013-08-28,"Canvass","Pass",1,0,0,5,0,0,2,2,0.93972602739726,0,2006-11-09,2015-12-15,2011-12-05,2011-12-16,2013-12-15,"GHAREEB NAWAZ EXPRESS","807 W ROOSEVELT RD","CHICAGO","IL","60608","25","w_25_p_3","12","Retail Food Establishment",41.867039563625,-87.6472449638532,"(41.86703956362501, -87.64724496385318)",0,6.80536529680365,1,0,0,0,0,0,0,0,0,0,0,89.76,10.84,0.593333333333333,1.59609322145339,0.625903723574809,0.222230912496801
"3716","1188444","1698884","Restaurant","Risk 1 (High)",2012-12-21,"Canvass","Pass w/ Conditions",0,0,1,4,0,0,0,0,0.0602739726027397,0,2007-08-22,2015-09-15,2011-11-16,2011-09-16,2013-09-15,"NEW CHICAGO RESTAURANT","5100 N WESTERN AVE","CHICAGO","IL","60625","40","w_40_p_14","20","Retail Food Establishment",41.9741379698292,-87.6892360179083,"(41.97413796982923, -87.68923601790834)",0,5.337100456621,1,0,0,0,0,0,0,0,0,0,0.0127266666666667,44.1333333333333,12.5933333333333,0.806666666666667,18.9841842048363,32.0577107523837,26.0257107036997
"3720","1285849","17085","Grocery Store","Risk 3 (Low)",2012-10-12,"Canvass","Pass",1,0,0,3,0,0,0,5,0.367123287671233,0,2006-08-16,2015-06-15,2011-05-23,2011-06-16,2013-06-15,"RUDY'S FOOD & LIQUOR","1558 W 69TH ST 1ST","CHICAGO","IL","60636","17","w_17_p_1","7","Retail Food Establishment",41.768662295987,-87.6638416537146,"(41.76866229598703, -87.66384165371463)",0,6.16164383561644,0,1,0,1,0,0,0,0,0,0,0.00209,61.65,15.0266666666667,0.553333333333333,32.8214384517198,104.030649942359,31.9994410601141
"3721","1271377","17145","Restaurant","Risk 1 (High)",2012-09-26,"Canvass","Pass",1,0,0,3,0,0,0,5,1.14520547945205,0,2006-02-16,2015-12-15,2011-10-26,2011-12-16,2013-12-15,"LIDO, INC","5504 N MILWAUKEE AVE  1ST F","CHICAGO","IL","60630","45","w_45_p_11","16","Retail Food Establishment",41.9817451364789,-87.7734651611067,"(41.98174513647886, -87.7734651611067)",0,6.61358447488584,1,0,0,0,0,0,0,0,0,0,0,68.6533333333333,10.3733333333333,0.54,12.5690861376808,8.1151845605967,19.8771252718444
"3723","1198625","17147","Restaurant","Risk 1 (High)",2012-12-17,"Canvass","Pass",1,0,0,3,0,0,0,2,2,0,2006-02-16,2015-03-15,2011-01-28,2011-03-16,2013-03-15,"SCHUBAS TAVERN/HARMONY GRILL","3159 N SOUTHPORT AVE  1","CHICAGO","IL","60657","32","w_32_p_7","19","Retail Food Establishment",41.9397221919911,-87.6636724489965,"(41.93972219199107, -87.66367244899654)",0,6.83835616438356,1,0,0,0,0,1,0,0,0,0,0.00246,49.2133333333333,10.4433333333333,0.743333333333333,30.3517536462066,36.4693703889725,16.6908684941763
